         1248401 function calls (1153009 primitive calls) in 14.355 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        8    0.000    0.000    0.000    0.000 deprecation.py:604(rewrite_argument_docstring)
        1    0.000    0.000    0.000    0.000 _polybase.py:8(<module>)
       11    0.000    0.000    0.000    0.000 pyparsing.py:3851(__init__)
        1    0.000    0.000    0.000    0.000 boston_housing.py:16(<module>)
        1    0.000    0.000    0.000    0.000 reaching_definitions.py:25(<module>)
       47    0.000    0.000    0.000    0.000 enum.py:64(__init__)
        1    0.000    0.000    0.000    0.000 linear_operator_block_diag.py:15(<module>)
        1    0.000    0.000    0.000    0.000 rmsprop.py:15(<module>)
        1    0.000    0.000    0.000    0.000 _compat_pickle.py:9(<module>)
        1    0.000    0.000    0.000    0.000 nadam.py:15(<module>)
        1    0.000    0.000    0.000    0.000 feature_column_v2.py:3455(HashedCategoricalColumn)
        1    0.000    0.000    0.000    0.000 normalization.py:3(<module>)
        1    0.000    0.000    0.000    0.000 base.py:66(default_lapl)
      304    0.000    0.000    0.000    0.000 numerictypes.py:293(issubclass_)
        1    0.000    0.000    0.000    0.000 adamax.py:16(<module>)
      173    0.000    0.000    0.000    0.000 socket.py:76(<lambda>)
       41    0.000    0.000    0.000    0.000 posixpath.py:64(isabs)
        1    0.000    0.000    0.000    0.000 backend_config.py:15(<module>)
        1    0.000    0.000    0.000    0.000 init_ops.py:120(Ones)
        1    0.000    0.000    0.000    0.000 input_spec.py:16(<module>)
        1    0.000    0.000    0.000    0.000 getopt.py:15(<module>)
        1    0.000    0.000    0.000    0.000 linear_operator_diag.py:15(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:195(_sanity_check)
        1    0.000    0.000    0.000    0.000 mixed_precision.py:15(<module>)
        1    0.000    0.000    0.000    0.000 parsing_ops.py:15(<module>)
        1    0.000    0.000    0.000    0.000 linear_operator_inversion.py:15(<module>)
      174    0.000    0.000    0.000    0.000 socket.py:81(<lambda>)
        1    0.000    0.000    0.000    0.000 linear_operator_householder.py:15(<module>)
      175    0.000    0.000    0.000    0.000 socket.py:86(<lambda>)
        1    0.000    0.000    0.000    0.000 rnn_cell_wrapper_impl.py:15(<module>)
        1    0.000    0.000    0.000    0.000 feature_column_v2.py:4039(CrossedColumn)
        1    0.000    0.000    0.000    0.000 variables.py:1568(RefVariable)
      176    0.000    0.000    0.000    0.000 socket.py:91(<lambda>)
        1    0.000    0.000    0.000    0.000 init_ops.py:1182(Identity)
       23    0.000    0.000    0.000    0.000 pyparsing.py:2742(__str__)
        1    0.000    0.000    0.000    0.000 suite.py:1(<module>)
        1    0.000    0.000    0.000    0.000 feature_column.py:2066(_SequenceDenseColumn)
        1    0.000    0.000    0.000    0.000 linear_operator_lower_triangular.py:15(<module>)
        1    0.000    0.000    0.000    0.000 numbers.py:32(Complex)
        1    0.000    0.000    0.000    0.000 scanner.py:27(<module>)
        1    0.000    0.000    0.000    0.000 exponential.py:40(Exponential)
        1    0.000    0.000    0.000    0.000 nasnet.py:17(<module>)
        1    0.000    0.000    0.000    0.000 dataset_ops.py:104(DatasetV2)
        1    0.000    0.000    0.000    0.000 linear_operator_composition.py:15(<module>)
        1    0.000    0.000    0.000    0.000 normalization_v2.py:16(<module>)
        1    0.000    0.000    0.000    0.000 feature_column_v2.py:3916(WeightedCategoricalColumn)
        1    0.000    0.000    0.000    0.000 ragged_tensor_shape.py:15(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method h5py._conv.register_converters}
        6    0.000    0.000    0.000    0.000 tracking.py:296(cached_per_instance)
        1    0.000    0.000    0.000    0.000 sequential.py:39(Sequential)
        1    0.000    0.000    0.000    0.000 init_ops.py:1253(GlorotNormal)
       34    0.000    0.000    0.000    0.000 options.py:59(create_option)
        1    0.000    0.000    0.000    0.000 control_flow_util.py:20(<module>)
        1    0.000    0.000    0.000    0.000 bdb.py:1(<module>)
        1    0.000    0.000    0.000    0.000 session_manager.py:15(<module>)
       36    0.000    0.000    0.000    0.000 lazy_loader.py:35(__init__)
        1    0.000    0.000    0.000    0.000 _globals.py:17(<module>)
        1    0.000    0.000    0.000    0.000 event_file_writer.py:15(<module>)
        1    0.000    0.000    0.000    0.000 scikit_learn.py:2(<module>)
        1    0.000    0.000    0.000    0.000 init_ops.py:1221(GlorotUniform)
      726    0.000    0.000    0.000    0.000 {method 'isupper' of 'str' objects}
        1    0.000    0.000    0.000    0.000 linear_operator_full_matrix.py:15(<module>)
        1    0.000    0.000    0.000    0.000 gen_ragged_array_ops.py:166(_InitOpDefLibrary)
        1    0.000    0.000    0.000    0.000 feature_column_v2.py:2499(SequenceDenseColumn)
        1    0.000    0.000    0.000    0.000 convolutional.py:29(Conv1D)
        1    0.000    0.000    0.000    0.000 numerics.py:16(<module>)
        2    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_md5}
        1    0.000    0.000    0.000    0.000 control_flow_v2_toggles.py:16(<module>)
       52    0.000    0.000    0.000    0.000 typing.py:165(_collect_type_vars)
        1    0.000    0.000    0.000    0.000 tempfile.py:153(__next__)
        1    0.000    0.000    0.000    0.000 multi_worker_training_state.py:15(<module>)
        1    0.000    0.000    0.000    0.000 bisect.py:1(<module>)
        1    0.000    0.000    0.000    0.000 errors.py:25(<module>)
        1    0.000    0.000    0.000    0.000 parsing_utils.py:15(<module>)
       14    0.000    0.000    0.000    0.000 pyparsing.py:3576(__str__)
        1    0.000    0.000    0.000    0.000 feature_column_v2.py:3791(IdentityCategoricalColumn)
        2    0.000    0.000    0.000    0.000 monitoring.py:174(__init__)
        1    0.000    0.000    0.000    0.000 response.py:7(<module>)
      137    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
        2    0.000    0.000    0.000    0.000 _flagvalues.py:80(__init__)
        2    0.000    0.000    0.000    0.000 resource_loader.py:100(get_path_to_datafile)
       21    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:748(exec_module)
        1    0.000    0.000    0.000    0.000 resource_loader.py:15(<module>)
        1    0.000    0.000    0.000    0.000 _compression.py:1(<module>)
       19    0.000    0.000    0.000    0.000 distribution.py:173(<listcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:1150(_initialize)
        1    0.000    0.000    0.000    0.000 tpu_optimizer.py:16(<module>)
        4    0.000    0.000    0.000    0.000 typing.py:241(_tp_cache)
        1    0.000    0.000    0.000    0.000 feature_column_v2.py:3563(VocabularyFileCategoricalColumn)
       18    0.000    0.000    0.000    0.000 __init__.py:3161(_find_adapter)
        1    0.000    0.000    0.000    0.000 error_ops.py:15(<module>)
        1    0.000    0.000    0.000    0.000 liveness.py:26(<module>)
       89    0.000    0.000    0.000    0.000 six.py:105(__init__)
        1    0.000    0.000    0.000    0.000 gradient_descent.py:16(<module>)
       12    0.000    0.000    0.000    0.000 pyparsing.py:2045(suppress)
       36    0.000    0.000    0.000    0.000 getlimits.py:41(<lambda>)
       34    0.000    0.000    0.000    0.000 __init__.py:23(find_module)
        1    0.000    0.000    0.000    0.000 _validators.py:33(<module>)
        1    0.000    0.000    0.000    0.000 _endian.py:1(<module>)
        8    0.000    0.000    0.000    0.000 pyparsing.py:3935(__init__)
        4    0.000    0.000    0.000    0.000 __init__.py:1925(getLogger)
        1    0.000    0.000    0.000    0.000 gen_decode_proto_ops.py:223(_InitOpDefLibrary)
        1    0.000    0.000    0.000    0.000 feature_column_v2.py:4478(SequenceCategoricalColumn)
        8    0.000    0.000    0.000    0.000 pyparsing.py:4783(<genexpr>)
        6    0.000    0.000    0.000    0.000 core.py:1141(__init__)
        1    0.000    0.000    0.000    0.000 gradient_descent.py:15(<module>)
        1    0.000    0.000    0.000    0.000 linear_operator_algebra.py:16(<module>)
       15    0.000    0.000    0.000    0.000 type_checkers.py:134(CheckValue)
        1    0.000    0.000    0.000    0.000 jit.py:15(<module>)
        1    0.000    0.000    0.000    0.000 parser.py:62(<module>)
        1    0.000    0.000    0.000    0.000 unique.py:15(<module>)
        1    0.000    0.000    0.000    0.000 tree_walk.py:13(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method nt.close}
        1    0.000    0.000    0.000    0.000 take_while_ops.py:15(<module>)
        1    0.000    0.000    0.000    0.000 message.py:35(<module>)
        1    0.000    0.000    0.000    0.000 moving_averages.py:15(<module>)
      225    0.000    0.000    0.000    0.000 {method 'pop' of 'list' objects}
        1    0.000    0.000    0.000    0.000 emitter.py:9(<module>)
        1    0.000    0.000    0.000    0.000 sysconfig.py:16(<module>)
        1    0.000    0.000    0.000    0.000 boosted_trees_ops.py:98(QuantileAccumulator)
        1    0.000    0.000    0.000    0.000 mobilenet_v2.py:17(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:90(reexport_tf_summary)
        2    0.000    0.000    0.000    0.000 {method 'close' of '_io.BufferedReader' objects}
        1    0.000    0.000    0.000    0.000 writer_cache.py:15(<module>)
        1    0.000    0.000    0.000    0.000 ragged_concat_ops.py:15(<module>)
        1    0.000    0.000    0.000    0.000 mobilenet.py:17(<module>)
        1    0.000    0.000    0.000    0.000 mixins.py:63(NDArrayOperatorsMixin)
        1    0.000    0.000    0.000    0.000 xception.py:17(<module>)
      539    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_tolower}
        1    0.000    0.000    0.000    0.000 inception_resnet_v2.py:17(<module>)
        1    0.000    0.000    0.000    0.000 inception_v3.py:17(<module>)
        1    0.000    0.000    0.000    0.000 dok.py:1(<module>)
        6    0.000    0.000    0.000    0.000 pyparsing.py:4781(<lambda>)
        1    0.000    0.000    0.000    0.000 opcode.py:37(<listcomp>)
        1    0.000    0.000    0.000    0.000 metrics.py:2(<module>)
        1    0.000    0.000    0.000    0.000 confusion_matrix.py:15(<module>)
        1    0.000    0.000    0.000    0.000 vgg19.py:17(<module>)
        1    0.000    0.000    0.000    0.000 vgg16.py:17(<module>)
      103    0.000    0.000    0.000    0.000 enum.py:659(<lambda>)
        1    0.000    0.000    0.000    0.000 gen_manip_ops.py:127(_InitOpDefLibrary)
        1    0.000    0.000    0.000    0.000 lookup_ops.py:829(IdTableWithHashBuckets)
        1    0.000    0.000    0.000    0.000 {built-in method nt.access}
        1    0.000    0.000    0.000    0.000 slurm_cluster_resolver.py:15(<module>)
        1    0.000    0.000    0.000    0.000 io_utils.py:16(<module>)
        1    0.000    0.000    0.000    0.000 _string_helpers.py:9(<listcomp>)
        1    0.000    0.000    0.000    0.000 losses_utils.py:16(<module>)
        1    0.000    0.000    0.000    0.000 _matrix_io.py:1(<module>)
       30    0.000    0.000    0.000    0.000 {built-in method _codecs.utf_8_decode}
        1    0.000    0.000    0.000    0.000 rmsprop.py:38(<module>)
      315    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}
      129    0.000    0.000    0.000    0.000 text_format.py:1230(_PopLine)
        3    0.000    0.000    0.000    0.000 {method 'union' of 'set' objects}
        1    0.000    0.000    0.000    0.000 ragged_tensor_value.py:15(<module>)
        1    0.000    0.000    0.000    0.000 loader.py:66(TestLoader)
        1    0.000    0.000    0.000    0.000 tag_constants.py:17(<module>)
        1    0.000    0.000    0.000    0.000 adagrad_da.py:15(<module>)
        1    0.000    0.000    0.000    0.000 evaluation.py:15(<module>)
      4/3    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 io_ops.py:313(WholeFileReader)
        1    0.000    0.000    0.000    0.000 base.py:62(spmatrix)
       30    0.000    0.000    0.000    0.000 getlimits.py:27(_fr1)
        1    0.000    0.000    0.000    0.000 dct_ops.py:15(<module>)
        1    0.000    0.000    0.000    0.000 bfloat16.py:16(<module>)
        1    0.000    0.000    0.000    0.000 training_generator.py:2(<module>)
        1    0.000    0.000    0.000    0.000 handler.py:10(<module>)
      210    0.000    0.000    0.000    0.000 deprecation.py:245(deprecated_endpoints)
        1    0.000    0.000    0.000    0.000 continue_statements.py:15(<module>)
        1    0.000    0.000    0.000    0.000 renames_v2.py:23(<module>)
       98    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
       30    0.000    0.000    0.000    0.000 sre_compile.py:432(_generate_overlap_table)
        1    0.000    0.000    0.000    0.000 tensor_array_ops.py:49(_GraphTensorArray)
        1    0.000    0.000    0.000    0.000 convolutional.py:221(Conv2D)
       47    0.000    0.000    0.000    0.000 enum.py:152(<dictcomp>)
        1    0.000    0.000    0.000    0.000 gen_encode_proto_ops.py:168(_InitOpDefLibrary)
        1    0.000    0.000    0.000    0.000 random_seed.py:17(<module>)
        1    0.000    0.000    0.000    0.000 convolutional.py:427(Conv3D)
       20    0.000    0.000    0.000    0.000 _argument_parser.py:44(__call__)
        1    0.000    0.000    0.000    0.000 stats_options.py:27(StatsOptions)
        1    0.000    0.000    0.000    0.000 plugin_asset.py:27(<module>)
        1    0.000    0.000    0.000    0.000 segment_id_ops.py:15(<module>)
        4    0.000    0.000    0.000    0.000 __init__.py:802(__init__)
        1    0.000    0.000    0.000    0.000 nodes.py:2(<module>)
        1    0.000    0.000    0.000    0.000 saveable_object_util.py:15(<module>)
       36    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
        1    0.000    0.000    0.000    0.000 scan_ops.py:29(_ScanDataset)
      112    0.000    0.000    0.000    0.000 inspect.py:72(isclass)
      3/2    0.000    0.000    0.000    0.000 typing.py:340(__getitem__)
       15    0.000    0.000    0.000    0.000 pyparsing.py:4565(_escapeRegexRangeChars)
        1    0.000    0.000    0.000    0.000 momentum.py:16(<module>)
        3    0.000    0.000    0.000    0.000 __init__.py:1216(getLogger)
        1    0.000    0.000    0.000    0.000 __init__.py:1476(makeRecord)
        1    0.000    0.000    0.000    0.000 h5py_warnings.py:13(<module>)
