         1248401 function calls (1153009 primitive calls) in 14.355 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 {built-in method _pywrap_tensorflow_internal.__git_version___swigconstant}
        1    0.000    0.000    0.000    0.000 {built-in method utcfromtimestamp}
       43    0.000    0.000    0.000    0.000 _compat_pickle.py:165(<genexpr>)
        1    0.000    0.000    0.000    0.000 hermite.py:1627(Hermite)
        1    0.000    0.000    0.000    0.000 zipfile.py:1149(ZipFile)
        9    0.000    0.000    0.000    0.000 _helpers.py:135(str_or_unicode)
        1    0.000    0.000    0.000    0.000 file_util.py:24(CodeToAst)
        1    0.000    0.000    0.000    0.000 wrap_function.py:46(VariableHolder)
        1    0.000    0.000    0.000    0.000 tfconfig_cluster_resolver.py:51(TFConfigClusterResolver)
        5    0.000    0.000    0.000    0.000 queue_runner_pb2.py:6(<lambda>)
        4    0.000    0.000    0.000    0.000 fractions.py:294(_operator_fallbacks)
        9    0.000    0.000    0.000    0.000 op_performance_data_pb2.py:6(<lambda>)
        1    0.000    0.000    0.000    0.000 encoder.py:43(__init__)
        1    0.000    0.000    0.000    0.000 convolutional.py:2492(Cropping3D)
        3    0.000    0.000    0.000    0.000 {method 'tobytes' of 'numpy.generic' objects}
        6    0.000    0.000    0.000    0.000 {method 'update' of 'set' objects}
        1    0.000    0.000    0.000    0.000 hermite_e.py:1621(HermiteE)
        1    0.000    0.000    0.000    0.000 _policybase.py:112(Policy)
        1    0.000    0.000    0.000    0.000 __init__.py:10(__init__)
        1    0.000    0.000    0.000    0.000 optional_ops.py:34(Optional)
        1    0.000    0.000    0.000    0.000 function.py:1731(__init__)
        1    0.000    0.000    0.000    0.000 parser.py:72(Parser)
        2    0.000    0.000    0.000    0.000 typing.py:212(_remove_dups_flatten)
        1    0.000    0.000    0.000    0.000 tpu_estimator.py:620(TPUInfeedOutfeedSessionHookForPrediction)
        1    0.000    0.000    0.000    0.000 tensor_shape.py:504(__init__)
        1    0.000    0.000    0.000    0.000 convolutional.py:2033(UpSampling3D)
        1    0.000    0.000    0.000    0.000 layers.py:18(MaxoutDense)
        1    0.000    0.000    0.000    0.000 {built-in method _pywrap_tensorflow_internal.TFE_Py_RegisterExceptionClass}
       45    0.000    0.000    0.000    0.000 {built-in method builtins.divmod}
        1    0.000    0.000    0.000    0.000 contextlib.py:237(helper)
        1    0.000    0.000    0.000    0.000 datetime.py:774(date)
        1    0.000    0.000    0.000    0.000 pfor.py:103(WhileOp)
        1    0.000    0.000    0.000    0.000 pyparsing.py:324(ParseResults)
        1    0.000    0.000    0.000    0.000 sparse_tensor.py:260(SparseTensorSpec)
        1    0.000    0.000    0.000    0.000 tensor_array_ops.py:631(_EagerTensorArray)
       16    0.000    0.000    0.000    0.000 util.py:1411(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3199(__init__)
        3    0.000    0.000    0.000    0.000 decorators.py:80(__init__)
       60    0.000    0.000    0.000    0.000 op_util.py:108(<genexpr>)
        1    0.000    0.000    0.000    0.000 rnn_cell_wrapper_impl.py:319(ResidualWrapperBase)
        1    0.000    0.000    0.000    0.000 blas.py:232(<dictcomp>)
        1    0.000    0.000    0.000    0.000 head.py:104(_Head)
        7    0.000    0.000    0.000    0.000 model_flags_pb2.py:6(<lambda>)
        2    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.set_string_function}
        1    0.000    0.000    0.000    0.000 pathlib.py:391(_NormalAccessor)
        1    0.000    0.000    0.000    0.000 _version.py:18(NumpyVersion)
        1    0.000    0.000    0.000    0.000 message.py:945(MIMEPart)
        1    0.000    0.000    0.000    0.000 iterators.py:5(<module>)
        1    0.000    0.000    0.000    0.000 bdb.py:17(Bdb)
        1    0.000    0.000    0.000    0.000 saver.py:70(BaseSaverBuilder)
        1    0.000    0.000    0.000    0.000 metrics.py:1507(SpecificityAtSensitivity)
        6    0.000    0.000    0.000    0.000 tfprof_output_pb2.py:6(<lambda>)
        1    0.000    0.000    0.000    0.000 tensorflow_wrap_interpreter_wrapper.py:111(InputIndices)
        3    0.000    0.000    0.000    0.000 {method 'add' of 'google.protobuf.pyext._message.RepeatedCompositeContainer' objects}
        6    0.000    0.000    0.000    0.000 graph_pb2.py:6(<lambda>)
       24    0.000    0.000    0.000    0.000 context.py:1566(context_safe)
        2    0.000    0.000    0.000    0.000 _argument_parser.py:254(convert)
        1    0.000    0.000    0.000    0.000 recurrent.py:1765(GRU)
        1    0.000    0.000    0.000    0.000 tpu_embedding.py:413(TPUEmbedding)
       12    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1097(_get_parent_path)
        1    0.000    0.000    0.000    0.000 bz2.py:28(BZ2File)
        7    0.000    0.000    0.000    0.000 opcode.py:47(jrel_op)
        3    0.000    0.000    0.000    0.000 errors_impl.py:66(__init__)
        2    0.000    0.000    0.000    0.000 _argument_parser.py:233(__init__)
        1    0.000    0.000    0.000    0.000 xmlbuilder.py:45(DOMBuilder)
        4    0.000    0.000    0.000    0.000 init_ops.py:125(__init__)
        1    0.000    0.000    0.000    0.000 data_flow_ops.py:117(QueueBase)
        1    0.000    0.000    0.000    0.000 coo.py:24(coo_matrix)
        9    0.000    0.000    0.000    0.000 linear_operator_algebra.py:389(__call__)
        1    0.000    0.000    0.000    0.000 tpu_feed.py:125(InfeedQueue)
        1    0.000    0.000    0.000    0.000 {built-in method _pywrap_tensorflow_internal.TF_DeleteLibraryHandle}
        5    0.000    0.000    0.000    0.000 __init__.py:358(_FuncPtr)
       23    0.000    0.000    0.000    0.000 overrides.py:196(array_function_from_dispatcher)
        1    0.000    0.000    0.000    0.000 datetime.py:1162(time)
        1    0.000    0.000    0.000    0.000 __init__.py:1125(ResourceManager)
        2    0.000    0.000    0.000    0.000 pyparsing.py:668(<listcomp>)
        2    0.000    0.000    0.000    0.000 ops.py:5260(__init__)
        1    0.000    0.000    0.000    0.000 wrappers.py:20(_ObjectProxyMethods)
        1    0.000    0.000    0.000    0.000 tpu_estimator.py:2362(TPUEstimator)
        6    0.000    0.000    0.000    0.000 allocation_description_pb2.py:6(<lambda>)
        1    0.000    0.000    0.000    0.000 threading.py:335(notify)
        1    0.000    0.000    0.000    0.000 tensor_shape.py:180(Dimension)
        1    0.000    0.000    0.000    0.000 distribute_options.py:24(DistributeOptions)
        1    0.000    0.000    0.000    0.000 values.py:376(DistributedDelegate)
        1    0.000    0.000    0.000    0.000 estimator.py:1712(EstimatorV2)
        6    0.000    0.000    0.000    0.000 layout_pb2.py:6(<lambda>)
        1    0.000    0.000    0.000    0.000 info.py:83(<module>)
        1    0.000    0.000    0.000    0.000 info.py:34(<module>)
        4    0.000    0.000    0.000    0.000 encoder.py:504(_StructPackEncoder)
        1    0.000    0.000    0.000    0.000 control_flow_ops.py:808(CondContext)
        1    0.000    0.000    0.000    0.000 ragged_tensor_shape.py:35(RaggedTensorDynamicShape)
        1    0.000    0.000    0.000    0.000 tpu.py:183(TPUReplicateContext)
        5    0.000    0.000    0.000    0.000 typing.py:680(__mro_entries__)
        1    0.000    0.000    0.000    0.000 dnn.py:773(DNNClassifier)
       26    0.000    0.000    0.000    0.000 {method 'reverse' of 'list' objects}
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:452(_setdef)
        1    0.000    0.000    0.000    0.000 info.py:156(<module>)
        1    0.000    0.000    0.000    0.000 core.py:817(_DomainTan)
        1    0.000    0.000    0.000    0.000 flags.py:71(__init__)
        1    0.000    0.000    0.000    0.000 gzip.py:110(GzipFile)
        1    0.000    0.000    0.000    0.000 tpu_cluster_resolver.py:77(TPUClusterResolver)
        1    0.000    0.000    0.000    0.000 data_adapter.py:39(DataAdapter)
        5    0.000    0.000    0.000    0.000 typing.py:300(__new__)
        5    0.000    0.000    0.000    0.000 mock.py:286(_delegating_property)
        1    0.000    0.000    0.000    0.000 tensorflow_wrap_interpreter_wrapper.py:95(<lambda>)
        1    0.000    0.000    0.000    0.000 {built-in method _pywrap_tensorflow_internal.CheckpointReader_swigregister}
       16    0.000    0.000    0.000    0.000 _inspect.py:145(<lambda>)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:63(<setcomp>)
        1    0.000    0.000    0.000    0.000 core.py:1324(make_mask_descr)
        1    0.000    0.000    0.000    0.000 inspect.py:2435(Parameter)
        1    0.000    0.000    0.000    0.000 __init__.py:1697(ZipProvider)
        1    0.000    0.000    0.000    0.000 device_spec.py:47(DeviceSpecV2)
       20    0.000    0.000    0.000    0.000 _flagvalues.py:144(flags_by_module_dict)
        1    0.000    0.000    0.000    0.000 session.py:1677(InteractiveSession)
       15    0.000    0.000    0.000    0.000 mock.py:1737(<genexpr>)
        1    0.000    0.000    0.000    0.000 {built-in method _pywrap_tensorflow_internal.TFE_MIRRORING_NONE_swigconstant}
        1    0.000    0.000    0.000    0.000 _internal.py:218(_getintp_ctype)
        1    0.000    0.000    0.000    0.000 _iotools.py:276(NameValidator)
        1    0.000    0.000    0.000    0.000 inspect.py:2720(Signature)
        6    0.000    0.000    0.000    0.000 graph_debug_info_pb2.py:6(<lambda>)
        1    0.000    0.000    0.000    0.000 encoder.py:375(EncodeVarint)
        1    0.000    0.000    0.000    0.000 function.py:217(_DefinedFunction)
        1    0.000    0.000    0.000    0.000 def_function.py:251(Function)
        1    0.000    0.000    0.000    0.000 grouping.py:247(_GroupByReducerDataset)
        1    0.000    0.000    0.000    0.000 cluster_resolver.py:282(UnionClusterResolver)
        1    0.000    0.000    0.000    0.000 gce_cluster_resolver.py:34(GCEClusterResolver)
        1    0.000    0.000    0.000    0.000 csr.py:20(csr_matrix)
        8    0.000    0.000    0.000    0.000 linear_operator_algebra.py:346(__call__)
        1    0.000    0.000    0.000    0.000 xml_reporter.py:329(_TextAndXMLTestResult)
        1    0.000    0.000    0.000    0.000 dnn_linear_combined.py:603(DNNLinearCombinedClassifier)
        8    0.000    0.000    0.000    0.000 __init__.py:187(_checkLevel)
        1    0.000    0.000    0.000    0.000 selectors.py:80(BaseSelector)
        1    0.000    0.000    0.000    0.000 error.py:35(HTTPError)
        1    0.000    0.000    0.000    0.000 io_utils.py:26(HDF5Matrix)
        1    0.000    0.000    0.000    0.000 dataset.py:209(AstypeContext)
        1    0.000    0.000    0.000    0.000 monitored_session.py:58(Scaffold)
        1    0.000    0.000    0.000    0.000 tf_decorator.py:229(TFDecorator)
        2    0.000    0.000    0.000    0.000 tensor_shape.py:1161(as_list)
        1    0.000    0.000    0.000    0.000 codeop.py:61(<listcomp>)
       27    0.000    0.000    0.000    0.000 text_format.py:1222(AtEnd)
        9    0.000    0.000    0.000    0.000 dispatch.py:115(__init__)
        1    0.000    0.000    0.000    0.000 feature_column.py:1739(_FeatureColumn)
       11    0.000    0.000    0.000    0.000 typing.py:545(<genexpr>)
        1    0.000    0.000    0.000    0.000 tensor_shape.py:25(Dimension)
        3    0.000    0.000    0.000    0.000 tensorflow_wrap_interpreter_wrapper.py:132(TensorQuantization)
        1    0.000    0.000    0.000    0.000 {method 'groups' of 're.Match' objects}
        2    0.000    0.000    0.000    0.000 {built-in method math.log}
        1    0.000    0.000    0.000    0.000 functools.py:189(<setcomp>)
        1    0.000    0.000    0.000    0.000 context.py:264(<listcomp>)
        1    0.000    0.000    0.000    0.000 pfor.py:667(_PforInput)
        1    0.000    0.000    0.000    0.000 __init__.py:553(WorkingSet)
        1    0.000    0.000    0.000    0.000 six.py:469(Module_six_moves_urllib)
        2    0.000    0.000    0.000    0.000 pyparsing.py:1567(resetCache)
        1    0.000    0.000    0.000    0.000 minidom.py:344(Attr)
        1    0.000    0.000    0.000    0.000 data_structures.py:253(List)
        1    0.000    0.000    0.000    0.000 io_utils.py:35(HDF5Matrix)
        1    0.000    0.000    0.000    0.000 linear.py:955(LinearClassifier)
        8    0.000    0.000    0.000    0.000 __init__.py:99(CFunctionType)
        1    0.000    0.000    0.000    0.000 info.py:184(<module>)
       10    0.000    0.000    0.000    0.000 _policybase.py:104(<genexpr>)
        1    0.000    0.000    0.000    0.000 template.py:539(EagerTemplate)
        4    0.000    0.000    0.000    0.000 tensor_description_pb2.py:6(<lambda>)
        1    0.000    0.000    0.000    0.000 monitoring.py:190(IntGaugeCell)
        1    0.000    0.000    0.000    0.000 tensor_shape.py:721(TensorShape)
        6    0.000    0.000    0.000    0.000 text_format.py:198(_IsMapEntry)
        1    0.000    0.000    0.000    0.000 binary_class_head.py:41(BinaryClassHead)
        1    0.000    0.000    0.000    0.000 multi_label_head.py:43(MultiLabelHead)
        1    0.000    0.000    0.000    0.000 {built-in method _pywrap_tensorflow_internal.TF_GetOpList}
       18    0.000    0.000    0.000    0.000 {built-in method numpy.geterrobj}
       20    0.000    0.000    0.000    0.000 {built-in method sys.getrecursionlimit}
        1    0.000    0.000    0.000    0.000 contextlib.py:107(__enter__)
        1    0.000    0.000    0.000    0.000 lzma.py:38(LZMAFile)
        1    0.000    0.000    0.000    0.000 tempfile.py:627(SpooledTemporaryFile)
        1    0.000    0.000    0.000    0.000 ops.py:5448(__init__)
        1    0.000    0.000    0.000    0.000 text_format.py:1195(<listcomp>)
        4    0.000    0.000    0.000    0.000 decoder.py:276(_StructPackDecoder)
        8    0.000    0.000    0.000    0.000 doc_controls.py:105(do_not_doc_inheritable)
        1    0.000    0.000    0.000    0.000 variable_scope.py:269(_VariableStore)
        1    0.000    0.000    0.000    0.000 dataset_ops.py:2478(DatasetSpec)
        1    0.000    0.000    0.000    0.000 values.py:51(DeviceMap)
        1    0.000    0.000    0.000    0.000 wrappers.py:338(Bidirectional)
        3    0.000    0.000    0.000    0.000 mock.py:256(__getattr__)
        1    0.000    0.000    0.000    0.000 boosted_trees.py:625(_EnsembleGrower)
        1    0.000    0.000    0.000    0.000 recurrent.py:26(StackedRNNCells)
        1    0.000    0.000    0.000    0.000 {built-in method _pywrap_tensorflow_internal.__version___swigconstant}
        1    0.000    0.000    0.000    0.000 {built-in method _pywrap_tensorflow_internal.TF_bfloat16_type}
        2    0.000    0.000    0.000    0.000 {method 'title' of 'str' objects}
       12    0.000    0.000    0.000    0.000 {method 'zfill' of 'str' objects}
        1    0.000    0.000    0.000    0.000 core.py:1310(_replace_dtype_fields)
        1    0.000    0.000    0.000    0.000 pfor.py:1055(PFor)
        1    0.000    0.000    0.000    0.000 pywrap_tensorflow_internal.py:2698(GItem)
       46    0.000    0.000    0.000    0.000 pyparsing.py:1366(postParse)
        4    0.000    0.000    0.000    0.000 verifier_config_pb2.py:6(<lambda>)
        1    0.000    0.000    0.000    0.000 context.py:97(FunctionCallOptions)
        1    0.000    0.000    0.000    0.000 minidom.py:661(Element)
        1    0.000    0.000    0.000    0.000 advanced_activations.py:32(LeakyReLU)
        1    0.000    0.000    0.000    0.000 linear_operator_identity.py:101(LinearOperatorIdentity)
        1    0.000    0.000    0.000    0.000 callbacks.py:36(CallbackList)
        1    0.000    0.000    0.000    0.000 {built-in method _tensorflow_wrap_interpreter_wrapper.InterpreterWrapper_swigregister}
       20    0.000    0.000    0.000    0.000 {method 'clear' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:767(_running_from_pip_package)
        6    0.000    0.000    0.000    0.000 deprecation.py:79(<genexpr>)
        2    0.000    0.000    0.000    0.000 deprecation.py:632(__init__)
        1    0.000    0.000    0.000    0.000 tf_logging.py:45(_get_caller)
       18    0.000    0.000    0.000    0.000 pyparsing.py:458(__bool__)
        2    0.000    0.000    0.000    0.000 dtypes.py:282(__repr__)
        1    0.000    0.000    0.000    0.000 distribute_lib.py:1663(StrategyExtendedV1)
        1    0.000    0.000    0.000    0.000 serialized_attributes.py:40(SerializedAttributes)
        1    0.000    0.000    0.000    0.000 csc.py:18(csc_matrix)
        1    0.000    0.000    0.000    0.000 recurrent.py:48(StackedRNNCells)
        1    0.000    0.000    0.000    0.000 convolutional_recurrent.py:41(ConvRNN2D)
        1    0.000    0.000    0.000    0.000 feature_column_v2.py:3313(SharedEmbeddingColumn)
        1    0.000    0.000    0.000    0.000 linear_operator_lower_triangular.py:34(LinearOperatorLowerTriangular)
        1    0.000    0.000    0.000    0.000 linear_operator_low_rank_update.py:38(LinearOperatorLowRankUpdate)
        1    0.000    0.000    0.000    0.000 option_builder.py:26(ProfileOptionBuilder)
        6    0.000    0.000    0.000    0.000 lazy.py:63(LazyModule)
       38    0.000    0.000    0.000    0.000 {built-in method _ctypes.sizeof}
        1    0.000    0.000    0.000    0.000 argparse.py:1600(ArgumentParser)
        1    0.000    0.000    0.000    0.000 six.py:475(Module_six_moves_urllib)
        1    0.000    0.000    0.000    0.000 calendar.py:69(_localized_day)
        4    0.000    0.000    0.000    0.000 pyparsing.py:3015(parseImpl)
        1    0.000    0.000    0.000    0.000 context.py:295(__init__)
       20    0.000    0.000    0.000    0.000 _flagvalues.py:153(flags_by_module_id_dict)
        1    0.000    0.000    0.000    0.000 optimization_options.py:24(MapVectorizationOptions)
        1    0.000    0.000    0.000    0.000 callbacks.py:186(CallbackList)
        1    0.000    0.000    0.000    0.000 convolutional.py:1685(DepthwiseConv2D)
        1    0.000    0.000    0.000    0.000 linear.py:31(LinearModel)
        6    0.000    0.000    0.000    0.000 kullback_leibler.py:175(__init__)
        3    0.000    0.000    0.000    0.000 tensorflow_wrap_interpreter_wrapper.py:123(TensorName)
        1    0.000    0.000    0.000    0.000 {built-in method _pywrap_tensorflow_internal.TF_ATTR_STRING_swigconstant}
        1    0.000    0.000    0.000    0.000 contextlib.py:116(__exit__)
        1    0.000    0.000    0.000    0.000 pathlib.py:135(<setcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:579(formatMessage)
        1    0.000    0.000    0.000    0.000 __init__.py:1205(__init__)
       12    0.000    0.000    0.000    0.000 __init__.py:15(search_path)
        1    0.000    0.000    0.000    0.000 training.py:2907(DistributedCallbackModel)
        6    0.000    0.000    0.000    0.000 _testutils.py:26(__init__)
        1    0.000    0.000    0.000    0.000 _ccallback.py:26(LowLevelCallable)
        1    0.000    0.000    0.000    0.000 core.py:651(Lambda)
        1    0.000    0.000    0.000    0.000 merge.py:446(Dot)
        1    0.000    0.000    0.000    0.000 sequential_head.py:81(SequentialHeadWrapper)
        1    0.000    0.000    0.000    0.000 tensorflow_wrap_interpreter_wrapper.py:58(_swig_setattr)
        1    0.000    0.000    0.000    0.000 {built-in method _pywrap_tensorflow_internal.GItem_swigregister}
       21    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:765(is_package)
        1    0.000    0.000    0.000    0.000 subprocess.py:60(CalledProcessError)
        1    0.000    0.000    0.000    0.000 __init__.py:573(usesTime)
        1    0.000    0.000    0.000    0.000 util.py:333(ForkAwareThreadLock)
        1    0.000    0.000    0.000    0.000 request.py:1212(ProxyDigestAuthHandler)
       12    0.000    0.000    0.000    0.000 __init__.py:2334(_cygwin_patch)
        1    0.000    0.000    0.000    0.000 specifiers.py:589(SpecifierSet)
        1    0.000    0.000    0.000    0.000 cmd.py:52(Cmd)
       18    0.000    0.000    0.000    0.000 _flag.py:116(value)
        1    0.000    0.000    0.000    0.000 __init__.py:210(value)
        1    0.000    0.000    0.000    0.000 tensor_array_ops.py:1242(TensorArraySpec)
        1    0.000    0.000    0.000    0.000 session_ops.py:42(TensorHandle)
        1    0.000    0.000    0.000    0.000 function.py:1427(FunctionSpec)
       60    0.000    0.000    0.000    0.000 op_util.py:109(<genexpr>)
        1    0.000    0.000    0.000    0.000 input_lib.py:345(DistributedIteratorV1)
        1    0.000    0.000    0.000    0.000 multi_device_iterator_ops.py:457(MultiDeviceIteratorV2)
        1    0.000    0.000    0.000    0.000 one_device_strategy.py:232(OneDeviceStrategyV1)
        1    0.000    0.000    0.000    0.000 module.py:32(Module)
        6    0.000    0.000    0.000    0.000 linear_operator_algebra.py:255(__call__)
        4    0.000    0.000    0.000    0.000 wrappers_pb2.py:6(<lambda>)
        1    0.000    0.000    0.000    0.000 lite.py:455(TFLiteConverter)
        1    0.000    0.000    0.000    0.000 multi_class_head.py:41(MultiClassHead)
        1    0.000    0.000    0.000    0.000 {built-in method _pywrap_tensorflow_internal.TENSOR_HANDLE_KEY_swigconstant}
        1    0.000    0.000    0.000    0.000 core.py:6306(MaskedConstant)
       14    0.000    0.000    0.000    0.000 six.py:189(__get_module)
        1    0.000    0.000    0.000    0.000 indexed_slices.py:61(IndexedSlices)
        1    0.000    0.000    0.000    0.000 input_lib.py:230(DistributedIterator)
        1    0.000    0.000    0.000    0.000 tensor_tracer_report.py:209(TTReportHandle)
        1    0.000    0.000    0.000    0.000 session_manager.py:49(SessionManager)
        1    0.000    0.000    0.000    0.000 noise.py:133(AlphaDropout)
        1    0.000    0.000    0.000    0.000 cudnn_recurrent.py:37(_CuDNNRNN)
        1    0.000    0.000    0.000    0.000 linear_operator_adjoint.py:32(LinearOperatorAdjoint)
        1    0.000    0.000    0.000    0.000 loss_scale_optimizer.py:29(MixedPrecisionLossScaleOptimizer)
        1    0.000    0.000    0.000    0.000 baseline.py:404(BaselineClassifier)
        1    0.000    0.000    0.000    0.000 sequential.py:24(Sequential)
        2    0.000    0.000    0.000    0.000 {built-in method maketrans}
       17    0.000    0.000    0.000    0.000 _collections_abc.py:302(__subclasshook__)
        1    0.000    0.000    0.000    0.000 copyreg.py:12(pickle)
       29    0.000    0.000    0.000    0.000 signal.py:17(<lambda>)
       12    0.000    0.000    0.000    0.000 case.py:430(addTypeEqualityFunc)
        1    0.000    0.000    0.000    0.000 util.py:610(_LoadStatus)
        2    0.000    0.000    0.000    0.000 pyparsing.py:644(__getattr__)
        4    0.000    0.000    0.000    0.000 versions_pb2.py:6(<lambda>)
        4    0.000    0.000    0.000    0.000 tensorflow_server_pb2.py:6(<lambda>)
        1    0.000    0.000    0.000    0.000 flags.py:74(__getattribute__)
        1    0.000    0.000    0.000    0.000 callbacks.py:1366(TensorBoard)
        2    0.000    0.000    0.000    0.000 boosted_trees_pb2.py:6(<lambda>)
        1    0.000    0.000    0.000    0.000 {built-in method _tensorflow_wrap_interpreter_wrapper.InterpreterWrapper_InputIndices}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha384}
       10    0.000    0.000    0.000    0.000 six.py:181(_get_module)
        1    0.000    0.000    0.000    0.000 main.py:55(TestProgram)
        1    0.000    0.000    0.000    0.000 data_utils.py:409(SequenceEnqueuer)
        1    0.000    0.000    0.000    0.000 util.py:1678(Checkpoint)
        1    0.000    0.000    0.000    0.000 message.py:44(Message)
        1    0.000    0.000    0.000    0.000 minidom.py:470(NamedNodeMap)
        1    0.000    0.000    0.000    0.000 tracking.py:193(CapturableResource)
        1    0.000    0.000    0.000    0.000 directives.py:83(DirectivesTransformer)
        8    0.000    0.000    0.000    0.000 _version.py:78(_compare_version)
        1    0.000    0.000    0.000    0.000 merge.py:32(_Merge)
        1    0.000    0.000    0.000    0.000 dataframe_iterator.py:16(DataFrameIterator)
        1    0.000    0.000    0.000    0.000 image_data_generator.py:29(ImageDataGenerator)
        1    0.000    0.000    0.000    0.000 rnn_cell_impl.py:182(RNNCell)
        1    0.000    0.000    0.000    0.000 regression_head.py:36(RegressionHead)
        1    0.000    0.000    0.000    0.000 kmeans.py:248(KMeansClustering)
        1    0.000    0.000    0.000    0.000 tpu_estimator.py:3729(_Inputs)
        1    0.000    0.000    0.000    0.000 xla_sharding.py:27(Sharding)
        1    0.000    0.000    0.000    0.000 {built-in method _pywrap_tensorflow_internal.TF_FLOAT_swigconstant}
        1    0.000    0.000    0.000    0.000 _internal.py:290(_ctypes)
        1    0.000    0.000    0.000    0.000 well_known_types.py:254(Duration)
        1    0.000    0.000    0.000    0.000 composite_tensor.py:29(CompositeTensor)
        2    0.000    0.000    0.000    0.000 _argument_parser.py:33(_is_integer_type)
        1    0.000    0.000    0.000    0.000 minidom.py:34(Node)
        2    0.000    0.000    0.000    0.000 cpp_shape_inference_pb2.py:6(<lambda>)
        1    0.000    0.000    0.000    0.000 threading_options.py:25(ThreadingOptions)
        3    0.000    0.000    0.000    0.000 checkpoint_state_pb2.py:6(<lambda>)
        1    0.000    0.000    0.000    0.000 grouping.py:442(Reducer)
        1    0.000    0.000    0.000    0.000 cluster_resolver.py:65(ClusterResolver)
        1    0.000    0.000    0.000    0.000 distribute_lib.py:1874(ReplicaContext)
        1    0.000    0.000    0.000    0.000 xla.py:113(XLACompileContext)
        1    0.000    0.000    0.000    0.000 policy.py:38(Policy)
        1    0.000    0.000    0.000    0.000 rnn_cell_wrapper_impl.py:38(DropoutWrapperBase)
        4    0.000    0.000    0.000    0.000 module_wrapper.py:35(get_rename_v2)
        1    0.000    0.000    0.000    0.000 dnn.py:1175(DNNRegressor)
        1    0.000    0.000    0.000    0.000 boosted_trees_ops.py:54(PruningMode)
        1    0.000    0.000    0.000    0.000 cudnn_recurrent.py:17(_CuDNNRNN)
        2    0.000    0.000    0.000    0.000 {built-in method _codecs.charmap_decode}
        1    0.000    0.000    0.000    0.000 {built-in method _thread._set_sentinel}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha1}
        1    0.000    0.000    0.000    0.000 __init__.py:1321(Logger)
        1    0.000    0.000    0.000    0.000 util.py:162(_CheckpointRestoreCoordinator)
        1    0.000    0.000    0.000    0.000 pywrap_tensorflow_internal.py:1346(TF_Buffer)
        1    0.000    0.000    0.000    0.000 well_known_types.py:67(Any)
        1    0.000    0.000    0.000    0.000 ops.py:2610(OpStats)
        1    0.000    0.000    0.000    0.000 ops.py:4458(_ControlDependenciesController)
        1    0.000    0.000    0.000    0.000 monitoring.py:300(set)
        1    0.000    0.000    0.000    0.000 csv.py:81(DictReader)
        1    0.000    0.000    0.000    0.000 data_structures.py:585(Mapping)
        1    0.000    0.000    0.000    0.000 cfg.py:231(GraphBuilder)
       17    0.000    0.000    0.000    0.000 config_lib.py:30(__init__)
        1    0.000    0.000    0.000    0.000 device_assignment.py:58(DeviceAssignment)
        1    0.000    0.000    0.000    0.000 training_utils.py:59(Aggregator)
        1    0.000    0.000    0.000    0.000 training.py:3179(_TrainingTarget)
        1    0.000    0.000    0.000    0.000 advanced_activations.py:238(Softmax)
        1    0.000    0.000    0.000    0.000 feature_column.py:310(InputLayer)
        1    0.000    0.000    0.000    0.000 sdca_ops.py:147(_SDCAModel)
       12    0.000    0.000    0.000    0.000 {method 'append' of 'google.protobuf.pyext._message.RepeatedScalarContainer' objects}
        3    0.000    0.000    0.000    0.000 index_tricks.py:312(__init__)
        2    0.000    0.000    0.000    0.000 __init__.py:838(acquire)
        6    0.000    0.000    0.000    0.000 opcode.py:51(jabs_op)
        1    0.000    0.000    0.000    0.000 pywrap_tensorflow_internal.py:1636(TF_AttrMetadata)
        1    0.000    0.000    0.000    0.000 script_ops.py:145(FuncRegistry)
        1    0.000    0.000    0.000    0.000 optional_ops.py:162(OptionalSpec)
        1    0.000    0.000    0.000    0.000 reaching_definitions.py:187(TreeAnnotator)
        1    0.000    0.000    0.000    0.000 data_utils.py:574(SequenceEnqueuer)
        1    0.000    0.000    0.000    0.000 constructor.py:19(BaseConstructor)
        1    0.000    0.000    0.000    0.000 callbacks.py:275(Callback)
        1    0.000    0.000    0.000    0.000 __init__.py:421(format)
        1    0.000    0.000    0.000    0.000 data_utils.py:305(Sequence)
        1    0.000    0.000    0.000    0.000 pywrap_tensorflow_internal.py:877(CheckpointReader)
        1    0.000    0.000    0.000    0.000 minidom.py:1341(Entity)
        9    0.000    0.000    0.000    0.000 dispatch.py:135(dispatch_for_types)
        1    0.000    0.000    0.000    0.000 base.py:190(CheckpointPosition)
        1    0.000    0.000    0.000    0.000 io_ops.py:99(ReaderBase)
        1    0.000    0.000    0.000    0.000 tracking.py:48(AutoTrackable)
